STATEFIPS,STATE,CONG_DISTRICT,agi_stub,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,VRTCRIND,N2,TOTAL_VITA,VITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N02910,A02910,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18460,A18460,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N11450,A11450,N11520,A11520,N11530,A11530,N10970,A10970,N10971,A10971,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
48,TX,05,3,75070.0000,45590.0000,10060.0000,18290.0000,70380.0000,2720.0000,38990.0000,61910.0000,1520.0000,129930.0000,510.0000,370.0000,140.0000,200.0000,23480.0000,12620.0000,1292405.0000,75070.0000,1315483.0000,55860.0000,970402.0000,7720.0000,3851.0000,2850.0000,5542.0000,2600.0000,3528.0000,40.0000,29.0000,22680.0000,124493.0000,3580.0000,8267.0000,2840.0000,24862.0000,7380.0000,81209.0000,1021.0000,8510.0000,99177.0000,4840.0000,9933.0000,680.0000,-469.0000,17920.0000,23078.0000,400.0000,97.0000,30.0000,339.0000,570.0000,1814.0000,240.0000,787.0000,590.0000,550.0000,11690.0000,3478.0000,74130.0000,1183413.0000,74130.0000,1165886.0000,9100.0000,17527.0000,940.0000,22089.0000,17569.0000,670.0000,10114.0000,40.0000,55.0000,680.0000,837.0000,480.0000,2623.0000,210.0000,323.0000,820.0000,3512.0000,830.0000,3792.0000,380.0000,3290.0000,0.0000,0.0000,0.0000,0.0000,120.0000,222.0000,0.0000,0.0000,580.0000,2750.0000,90.0000,1221.0000,6050.0000,4272.0000,43680.0000,222001.0000,43600.0000,22446.0000,0.0000,0.0000,770.0000,278.0000,11140.0000,3263.0000,230.0000,5.0000,40.0000,18.0000,3430.0000,1571.0000,5560.0000,936.0000,1920.0000,604.0000,230.0000,110.0000,16420.0000,30313.0000,5960.0000,41990.0000,6160.0000,42253.0000,71700.0000,310548.0000,46610.0000,123459.0000,38170.0000,99912.0000,23250.0000,78848.0000,3900.0000,3195.0000,3030.0000,1459.0000,2330.0000,5765.0000,3290.0000,7803.0000,2350.0000,7433.0000,8040.0000,13764.0000,63380.0000,162582.0000,37690.0000,19184.0000,49120.0000,50178.0000,0.0000,0.0000,0.0000,0.0000,6700.0000,8314.0000,66840.0000,268616.0000,66660.0000,268059.0000,250.0000,519.0000
48,TX,05,4,90550.0000,44360.0000,21900.0000,22030.0000,85100.0000,3150.0000,45610.0000,72090.0000,2440.0000,179170.0000,560.0000,430.0000,130.0000,70.0000,25420.0000,15650.0000,3287542.0000,90550.0000,3318463.0000,78190.0000,2749265.0000,11750.0000,6730.0000,5120.0000,11671.0000,4710.0000,7719.0000,50.0000,24.0000,18920.0000,132976.0000,6130.0000,20618.0000,4090.0000,50296.0000,11000.0000,188448.0000,1622.0000,7250.0000,97325.0000,10260.0000,73399.0000,1290.0000,4647.0000,15440.0000,30921.0000,1110.0000,274.0000,40.0000,195.0000,770.0000,3022.0000,630.0000,2486.0000,1620.0000,1412.0000,19560.0000,6429.0000,87470.0000,1521715.0000,87470.0000,1501585.0000,10140.0000,20130.0000,3080.0000,81425.0000,117349.0000,1950.0000,32534.0000,80.0000,165.0000,2390.0000,4364.0000,1870.0000,10050.0000,1060.0000,2000.0000,2840.0000,15022.0000,2870.0000,16208.0000,1480.0000,10888.0000,80.0000,483.0000,70.0000,112.0000,650.0000,1336.0000,40.0000,181.0000,2110.0000,13902.0000,230.0000,3954.0000,11300.0000,20800.0000,89360.0000,1664931.0000,88900.0000,179669.0000,0.0000,0.0000,1920.0000,1187.0000,28460.0000,16599.0000,980.0000,50.0000,220.0000,284.0000,5420.0000,5409.0000,15360.0000,3149.0000,8810.0000,5470.0000,1490.0000,1771.0000,11530.0000,34252.0000,6360.0000,49658.0000,6460.0000,49887.0000,88110.0000,443406.0000,26480.0000,65012.0000,17280.0000,35528.0000,30560.0000,100361.0000,3860.0000,3138.0000,3020.0000,1998.0000,1490.0000,5056.0000,4700.0000,11701.0000,1410.0000,6596.0000,6320.0000,10898.0000,84660.0000,233051.0000,84250.0000,163070.0000,85880.0000,199009.0000,0.0000,0.0000,0.0000,0.0000,13540.0000,23508.0000,76560.0000,267717.0000,76210.0000,266575.0000,450.0000,1062.0000
48,TX,05,5,49990.0000,20000.0000,20830.0000,7750.0000,46950.0000,1730.0000,25830.0000,36410.0000,1700.0000,108220.0000,220.0000,160.0000,60.0000,0.0000,10890.0000,11340.0000,3060087.0000,49990.0000,3084777.0000,43690.0000,2492931.0000,10060.0000,7288.0000,5250.0000,15827.0000,4860.0000,10394.0000,80.0000,75.0000,10000.0000,100994.0000,5920.0000,34283.0000,3760.0000,59531.0000,9060.0000,218831.0000,1413.0000,2950.0000,36611.0000,7710.0000,119116.0000,1250.0000,10579.0000,10570.0000,24690.0000,1900.0000,474.0000,50.0000,460.0000,630.0000,3219.0000,620.0000,2734.0000,1750.0000,1539.0000,14320.0000,5390.0000,46330.0000,894728.0000,46330.0000,880199.0000,7290.0000,14529.0000,3650.0000,101008.0000,227187.0000,1730.0000,30511.0000,140.0000,497.0000,2830.0000,5267.0000,2800.0000,15911.0000,1200.0000,1674.0000,3480.0000,21280.0000,3500.0000,22287.0000,2430.0000,18194.0000,70.0000,517.0000,100.0000,228.0000,1140.0000,2319.0000,30.0000,69.0000,2750.0000,21482.0000,260.0000,5131.0000,7180.0000,21578.0000,49880.0000,2040067.0000,49750.0000,242320.0000,0.0000,0.0000,1190.0000,1560.0000,13600.0000,13221.0000,1380.0000,83.0000,160.0000,288.0000,3060.0000,3544.0000,4120.0000,656.0000,5700.0000,4381.0000,1500.0000,3225.0000,6270.0000,22355.0000,2340.0000,20080.0000,2440.0000,21019.0000,49140.0000,350338.0000,1230.0000,762.0000,40.0000,20.0000,16020.0000,54188.0000,2020.0000,1713.0000,940.0000,903.0000,720.0000,3565.0000,2210.0000,5769.0000,690.0000,4489.0000,3380.0000,5661.0000,47750.0000,143623.0000,48970.0000,229099.0000,49220.0000,253548.0000,30.0000,22.0000,0.0000,0.0000,11300.0000,27317.0000,38580.0000,123914.0000,38200.0000,122352.0000,470.0000,1561.0000
48,TX,05,6,28270.0000,7410.0000,17640.0000,2660.0000,26590.0000,930.0000,14850.0000,18900.0000,1230.0000,68260.0000,60.0000,40.0000,20.0000,0.0000,5000.0000,7990.0000,2443323.0000,28270.0000,2460665.0000,24570.0000,1907493.0000,8000.0000,6915.0000,4640.0000,17344.0000,4350.0000,11551.0000,70.0000,65.0000,5960.0000,74538.0000,5090.0000,39648.0000,3090.0000,65473.0000,6780.0000,202072.0000,1277.0000,1680.0000,20865.0000,5670.0000,116368.0000,1190.0000,14119.0000,6330.0000,17342.0000,1000.0000,276.0000,60.0000,594.0000,480.0000,2756.0000,370.0000,2124.0000,980.0000,806.0000,9900.0000,4298.0000,25500.0000,556468.0000,25500.0000,545831.0000,5140.0000,10637.0000,2770.0000,81037.0000,240509.0000,1030.0000,18054.0000,150.0000,543.0000,2150.0000,3880.0000,2290.0000,14398.0000,840.0000,972.0000,2670.0000,17810.0000,2690.0000,18265.0000,2080.0000,17226.0000,50.0000,331.0000,90.0000,204.0000,890.0000,2049.0000,20.0000,94.0000,2160.0000,19405.0000,180.0000,4985.0000,5000.0000,17785.0000,28230.0000,1784828.0000,28170.0000,228315.0000,0.0000,0.0000,590.0000,1202.0000,6660.0000,9209.0000,1330.0000,170.0000,130.0000,294.0000,1930.0000,2204.0000,0.0000,0.0000,3390.0000,2785.0000,940.0000,2819.0000,3860.0000,15286.0000,840.0000,6817.0000,930.0000,7924.0000,27880.0000,285383.0000,0.0000,0.0000,0.0000,0.0000,9440.0000,32352.0000,1270.0000,1063.0000,270.0000,324.0000,260.0000,1162.0000,1470.0000,3873.0000,250.0000,1578.0000,1810.0000,3140.0000,25580.0000,89284.0000,27850.0000,219105.0000,27960.0000,236463.0000,0.0000,0.0000,0.0000,0.0000,8250.0000,25570.0000,19960.0000,74312.0000,19650.0000,72708.0000,400.0000,1509.0000
48,TX,05,7,40080.0000,6190.0000,31680.0000,1750.0000,37800.0000,1310.0000,21660.0000,22150.0000,2180.0000,104380.0000,20.0000,0.0000,20.0000,0.0000,4670.0000,12370.0000,5403073.0000,40080.0000,5445955.0000,34980.0000,4048857.0000,16180.0000,18599.0000,10940.0000,60585.0000,10340.0000,41476.0000,170.0000,195.0000,9430.0000,163364.0000,11920.0000,183250.0000,6150.0000,203889.0000,11150.0000,432462.0000,2567.0000,2030.0000,23960.0000,8440.0000,213459.0000,3530.0000,91527.0000,11340.0000,42882.0000,2320.0000,686.0000,260.0000,4660.0000,1210.0000,9019.0000,840.0000,5078.0000,2000.0000,1562.0000,16910.0000,8092.0000,34160.0000,807548.0000,34160.0000,791368.0000,7540.0000,16180.0000,5920.0000,198589.0000,837313.0000,1570.0000,31735.0000,390.0000,2053.0000,4870.0000,10481.0000,5270.0000,39791.0000,1490.0000,1350.0000,5790.0000,44886.0000,5810.0000,45472.0000,4700.0000,44389.0000,100.0000,741.0000,250.0000,645.0000,240.0000,234.0000,140.0000,549.0000,5020.0000,62122.0000,460.0000,12441.0000,9820.0000,50226.0000,40050.0000,4339883.0000,40020.0000,640705.0000,0.0000,0.0000,530.0000,1974.0000,11630.0000,16134.0000,3750.0000,673.0000,250.0000,557.0000,3210.0000,3906.0000,0.0000,0.0000,5520.0000,4564.0000,1340.0000,4948.0000,6280.0000,30934.0000,540.0000,3686.0000,700.0000,5566.0000,39600.0000,691399.0000,0.0000,0.0000,0.0000,0.0000,13710.0000,43354.0000,2100.0000,1851.0000,120.0000,180.0000,230.0000,1044.0000,2850.0000,6856.0000,240.0000,1361.0000,2470.0000,5422.0000,31900.0000,121447.0000,39840.0000,624570.0000,39900.0000,661014.0000,400.0000,130.0000,80.0000,28.0000,16020.0000,81155.0000,23950.0000,111026.0000,23050.0000,103740.0000,1150.0000,7286.0000
48,TX,05,8,11840.0000,1390.0000,10070.0000,300.0000,11200.0000,420.0000,7630.0000,3710.0000,880.0000,32100.0000,0.0000,0.0000,0.0000,0.0000,400.0000,3920.0000,3410720.0000,11840.0000,3449508.0000,10180.0000,2196583.0000,7600.0000,19668.0000,6440.0000,77042.0000,6190.0000,56338.0000,60.0000,70.0000,3340.0000,158581.0000,6970.0000,322059.0000,2310.0000,137300.0000,2970.0000,172988.0000,987.0000,420.0000,5268.0000,2370.0000,69102.0000,3050.0000,242054.0000,3760.0000,38788.0000,360.0000,91.0000,470.0000,11999.0000,870.0000,9843.0000,240.0000,2181.0000,0.0000,0.0000,4770.0000,2356.0000,7700.0000,186677.0000,7700.0000,182530.0000,1920.0000,4146.0000,4150.0000,177256.0000,1258935.0000,310.0000,9119.0000,310.0000,3001.0000,3540.0000,10318.0000,3890.0000,43482.0000,680.0000,616.0000,4100.0000,37272.0000,4110.0000,37426.0000,3400.0000,44870.0000,70.0000,610.0000,250.0000,338.0000,0.0000,0.0000,290.0000,1397.0000,3720.0000,66164.0000,320.0000,17122.0000,5570.0000,59147.0000,11830.0000,2985814.0000,11830.0000,575119.0000,30.0000,111.0000,100.0000,802.0000,4680.0000,5158.0000,2970.0000,1247.0000,90.0000,111.0000,0.0000,0.0000,0.0000,0.0000,1540.0000,1375.0000,350.0000,1130.0000,2720.0000,22730.0000,0.0000,0.0000,130.0000,1032.0000,11680.0000,554084.0000,0.0000,0.0000,0.0000,0.0000,3740.0000,7382.0000,0.0000,0.0000,0.0000,0.0000,50.0000,196.0000,930.0000,1282.0000,50.0000,206.0000,0.0000,0.0000,3200.0000,10566.0000,11820.0000,569961.0000,11840.0000,607519.0000,4930.0000,3735.0000,5760.0000,7514.0000,6860.0000,101362.0000,4930.0000,47241.0000,4050.0000,33720.0000,1030.0000,13521.0000
48,TX,05,9,2940.0000,360.0000,2490.0000,60.0000,2810.0000,90.0000,2510.0000,510.0000,210.0000,8320.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1000.0000,3894967.0000,2940.0000,3931896.0000,2410.0000,1247456.0000,2510.0000,37579.0000,2280.0000,115251.0000,2220.0000,86630.0000,0.0000,0.0000,900.0000,111588.0000,2510.0000,1305280.0000,520.0000,33517.0000,480.0000,32019.0000,305.0000,40.0000,467.0000,530.0000,16404.0000,1810.0000,873174.0000,1300.0000,36929.0000,30.0000,8.0000,300.0000,15582.0000,520.0000,8445.0000,90.0000,999.0000,0.0000,0.0000,790.0000,378.0000,1120.0000,26770.0000,1120.0000,26065.0000,330.0000,705.0000,1820.0000,192384.0000,2723568.0000,0.0000,0.0000,270.0000,11590.0000,1490.0000,4957.0000,1680.0000,32102.0000,140.0000,215.0000,1810.0000,16998.0000,1810.0000,17379.0000,1340.0000,23917.0000,20.0000,420.0000,110.0000,134.0000,0.0000,0.0000,390.0000,5726.0000,1670.0000,96751.0000,250.0000,39660.0000,1890.0000,102749.0000,2940.0000,3562115.0000,2940.0000,941578.0000,200.0000,2726.0000,0.0000,0.0000,1500.0000,8552.0000,1370.0000,5214.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,229.0000,980.0000,17622.0000,0.0000,0.0000,0.0000,0.0000,2890.0000,929498.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,380.0000,1188.0000,2940.0000,932511.0000,2940.0000,999714.0000,1930.0000,9244.0000,2610.0000,37954.0000,1650.0000,169964.0000,1270.0000,95990.0000,610.0000,32464.0000,750.0000,61880.0000
48,TX,06,0,400590.0000,190220.0000,136600.0000,64950.0000,377040.0000,12920.0000,189790.0000,285590.0000,16490.0000,776440.0000,4540.0000,2280.0000,2260.0000,750.0000,87170.0000,83410.0000,29343042.000,396310.0000,29580284.000,331950.0000,20759855.000,89270.0000,139524.0000,52740.0000,357635.0000,49530.0000,256661.0000,630.0000,691.0000,97890.0000,696196.0000,59810.0000,2325626.0000,29970.0000,730307.0000,65660.0000,1784032.0000,5091.0000,31470.0000,371436.0000,45030.0000,767834.0000,17070.0000,1374669.0000,89280.0000,237242.0000,10750.0000,2868.0000,1050.0000,24660.0000,6090.0000,39207.0000,4700.0000,25410.0000,11860.0000,10381.0000,112070.0000,42571.0000,358890.0000,6402850.0000,358890.0000,6300451.0000,50660.0000,102398.0000,34370.0000,1322964.0000,7040879.0000,10370.0000,180703.0000,1850.0000,16240.0000,27500.0000,60400.0000,27970.0000,215813.0000,8620.0000,9180.0000,33000.0000,239936.0000,33160.0000,245565.0000,25630.0000,230170.0000,500.0000,3459.0000,1230.0000,2171.0000,5170.0000,11004.0000,830.0000,15096.0000,28580.0000,491774.0000,2740.0000,135262.0000,57950.0000,370126.0000,321930.0000,21822860.000,321470.0000,3690997.0000,300.0000,4553.0000,7110.0000,10123.0000,100270.0000,110366.0000,15490.0000,11161.0000,1520.0000,2607.0000,26250.0000,26882.0000,28640.0000,5531.0000,34940.0000,25512.0000,8910.0000,25078.0000,60260.0000,187577.0000,21050.0000,153768.0000,22190.0000,162102.0000,384480.0000,4508465.0000,95710.0000,210876.0000,74990.0000,154368.0000,114380.0000,356276.0000,21980.0000,18765.0000,11410.0000,6873.0000,8110.0000,29722.0000,20240.0000,50011.0000,8630.0000,37524.0000,32160.0000,55265.0000,326860.0000,936246.0000,306140.0000,3579052.0000,327280.0000,3852415.0000,9110.0000,11546.0000,10050.0000,50583.0000,85530.0000,555034.0000,305660.0000,1207284.0000,301800.0000,1111394.0000,4840.0000,95726.0000
48,TX,06,1,7240.0000,4690.0000,1490.0000,830.0000,6020.0000,670.0000,3100.0000,4560.0000,190.0000,11600.0000,40.0000,40.0000,0.0000,0.0000,1040.0000,2130.0000,-181796.0000,2960.0000,-179631.0000,980.0000,45192.0000,920.0000,2292.0000,550.0000,2510.0000,500.0000,1663.0000,20.0000,26.0000,1890.0000,-47726.0000,910.0000,35096.0000,220.0000,7014.0000,360.0000,4820.0000,293.0000,220.0000,2886.0000,0.0000,0.0000,630.0000,-127268.0000,630.0000,2165.0000,40.0000,9.0000,20.0000,86.0000,120.0000,705.0000,30.0000,164.0000,110.0000,119.0000,1260.0000,448.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,90.0000,729.0000,0.0000,0.0000,80.0000,25.0000,30.0000,11.0000,0.0000,0.0000,0.0000,0.0000,20.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,360.0000,1016.0000,590.0000,5302.0000,620.0000,5223.0000,4670.0000,28187.0000,940.0000,2196.0000,870.0000,1995.0000,1420.0000,5101.0000,400.0000,361.0000,410.0000,336.0000,190.0000,1735.0000,0.0000,0.0000,190.0000,2305.0000,1650.0000,2912.0000,5420.0000,13144.0000,60.0000,717.0000,540.0000,1930.0000,30.0000,34.0000,0.0000,0.0000,190.0000,562.0000,4570.0000,26815.0000,4470.0000,25044.0000,120.0000,1718.0000
48,TX,06,2,40800.0000,33430.0000,3010.0000,3830.0000,37680.0000,1730.0000,16280.0000,29350.0000,1020.0000,42930.0000,740.0000,360.0000,380.0000,200.0000,7150.0000,6780.0000,215606.0000,40800.0000,220887.0000,29360.0000,173076.0000,4350.0000,1452.0000,2090.0000,2372.0000,1860.0000,1487.0000,0.0000,0.0000,9080.0000,23534.0000,2420.0000,2328.0000,1410.0000,6274.0000,2920.0000,13798.0000,233.0000,1350.0000,10140.0000,170.0000,479.0000,330.0000,-3165.0000,7710.0000,5281.0000,80.0000,17.0000,0.0000,0.0000,280.0000,822.0000,60.0000,237.0000,290.0000,281.0000,5950.0000,1574.0000,40490.0000,496633.0000,40490.0000,486181.0000,5430.0000,10452.0000,290.0000,5823.0000,1412.0000,200.0000,2645.0000,0.0000,0.0000,200.0000,204.0000,180.0000,1016.0000,50.0000,62.0000,260.0000,1172.0000,260.0000,1230.0000,150.0000,1221.0000,0.0000,0.0000,0.0000,0.0000,50.0000,119.0000,0.0000,0.0000,150.0000,276.0000,0.0000,0.0000,70.0000,10.0000,680.0000,1594.0000,760.0000,241.0000,0.0000,0.0000,220.0000,88.0000,150.0000,17.0000,50.0000,2.0000,0.0000,0.0000,50.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7210.0000,5678.0000,1890.0000,12418.0000,1970.0000,12516.0000,34990.0000,74561.0000,19300.0000,27476.0000,18650.0000,23456.0000,5180.0000,18068.0000,2090.0000,1799.0000,1230.0000,597.0000,820.0000,2893.0000,460.0000,773.0000,850.0000,3825.0000,5240.0000,8419.0000,24320.0000,50838.0000,680.0000,224.0000,8340.0000,6081.0000,0.0000,0.0000,0.0000,0.0000,2020.0000,1052.0000,34200.0000,69528.0000,34080.0000,69296.0000,140.0000,226.0000
48,TX,06,3,77580.0000,51120.0000,8000.0000,17220.0000,73680.0000,2190.0000,36800.0000,65520.0000,2220.0000,121340.0000,1250.0000,700.0000,550.0000,380.0000,24240.0000,11450.0000,1330850.0000,77580.0000,1354401.0000,59390.0000,1056531.0000,8410.0000,3634.0000,3450.0000,5431.0000,3190.0000,3267.0000,40.0000,33.0000,24170.0000,62073.0000,4530.0000,7571.0000,2920.0000,24537.0000,7460.0000,75992.0000,631.0000,9900.0000,114831.0000,4630.0000,10038.0000,860.0000,-2813.0000,18010.0000,23551.0000,530.0000,127.0000,0.0000,0.0000,690.0000,1764.0000,390.0000,1490.0000,970.0000,896.0000,14230.0000,4041.0000,76380.0000,1174985.0000,76380.0000,1158917.0000,8290.0000,16068.0000,1170.0000,27090.0000,21966.0000,740.0000,10619.0000,50.0000,86.0000,840.0000,1197.0000,670.0000,3904.0000,230.0000,305.0000,1030.0000,4999.0000,1040.0000,5109.0000,610.0000,5189.0000,0.0000,0.0000,0.0000,0.0000,200.0000,474.0000,0.0000,0.0000,780.0000,3801.0000,100.0000,1489.0000,6910.0000,4907.0000,47720.0000,245734.0000,47680.0000,24781.0000,0.0000,0.0000,900.0000,284.0000,13720.0000,4318.0000,320.0000,8.0000,70.0000,29.0000,5040.0000,2397.0000,6570.0000,1182.0000,1700.0000,526.0000,310.0000,152.0000,15860.0000,27808.0000,6820.0000,45575.0000,6970.0000,45419.0000,74450.0000,308208.0000,47460.0000,117149.0000,38430.0000,94508.0000,20590.0000,66623.0000,5330.0000,4454.0000,4490.0000,1939.0000,3070.0000,8673.0000,3320.0000,8822.0000,3260.0000,10558.0000,8420.0000,13720.0000,63580.0000,155035.0000,40060.0000,20463.0000,50650.0000,49158.0000,0.0000,0.0000,0.0000,0.0000,6480.0000,7606.0000,69610.0000,266594.0000,69440.0000,265938.0000,240.0000,550.0000
48,TX,06,4,96040.0000,51600.0000,18090.0000,23610.0000,91260.0000,2510.0000,44700.0000,77030.0000,3380.0000,176260.0000,1440.0000,850.0000,590.0000,170.0000,27450.0000,15670.0000,3509155.0000,96040.0000,3543721.0000,83620.0000,3001960.0000,13200.0000,6036.0000,6100.0000,12107.0000,5620.0000,7594.0000,80.0000,70.0000,22110.0000,66809.0000,7710.0000,23361.0000,4520.0000,52260.0000,12070.0000,193326.0000,636.0000,8880.0000,116492.0000,10080.0000,76296.0000,1630.0000,4609.0000,17110.0000,34566.0000,1400.0000,345.0000,40.0000,334.0000,1000.0000,3562.0000,900.0000,3653.0000,2440.0000,2313.0000,23670.0000,7463.0000,91820.0000,1535942.0000,91820.0000,1516395.0000,9860.0000,19547.0000,4190.0000,106778.0000,162529.0000,2340.0000,36213.0000,170.0000,387.0000,3130.0000,5015.0000,2540.0000,14958.0000,1120.0000,1409.0000,3850.0000,19736.0000,3880.0000,20643.0000,2380.0000,17753.0000,70.0000,448.0000,100.0000,186.0000,1060.0000,2609.0000,30.0000,104.0000,3160.0000,23082.0000,290.0000,4675.0000,12010.0000,21907.0000,94860.0000,1845483.0000,94440.0000,200665.0000,0.0000,0.0000,2660.0000,1615.0000,32690.0000,20998.0000,1250.0000,88.0000,320.0000,425.0000,7970.0000,8376.0000,17630.0000,3592.0000,8760.0000,5370.0000,1930.0000,2626.0000,11650.0000,33209.0000,7250.0000,54614.0000,7370.0000,54916.0000,93630.0000,467134.0000,26880.0000,63355.0000,16970.0000,34370.0000,29440.0000,93151.0000,5590.0000,4681.0000,3660.0000,2362.0000,2200.0000,8221.0000,5310.0000,13931.0000,2360.0000,10457.0000,6590.0000,10901.0000,89950.0000,236672.0000,88760.0000,179667.0000,90520.0000,214973.0000,40.0000,39.0000,0.0000,0.0000,14830.0000,25316.0000,80750.0000,277295.0000,80450.0000,276153.0000,420.0000,1142.0000
48,TX,06,5,60330.0000,27090.0000,20120.0000,10930.0000,56910.0000,1750.0000,28240.0000,44020.0000,2560.0000,120830.0000,630.0000,240.0000,390.0000,0.0000,13420.0000,12980.0000,3700759.0000,60330.0000,3731775.0000,53300.0000,3068424.0000,12940.0000,7063.0000,7060.0000,16946.0000,6580.0000,10550.0000,100.0000,114.0000,12630.0000,83108.0000,8160.0000,34810.0000,4550.0000,70313.0000,11000.0000,252202.0000,585.0000,4090.0000,47753.0000,8400.0000,134723.0000,1770.0000,15325.0000,13600.0000,31016.0000,2790.0000,696.0000,60.0000,629.0000,790.0000,3894.0000,940.0000,4476.0000,2750.0000,2552.0000,18960.0000,6767.0000,54520.0000,1003548.0000,54520.0000,987915.0000,7900.0000,15633.0000,5800.0000,152921.0000,362646.0000,2370.0000,36969.0000,250.0000,758.0000,4410.0000,7628.0000,4400.0000,26909.0000,1680.0000,1838.0000,5500.0000,33877.0000,5540.0000,35137.0000,4200.0000,31769.0000,110.0000,799.0000,140.0000,287.0000,1840.0000,3872.0000,40.0000,274.0000,4550.0000,37357.0000,350.0000,6107.0000,8810.0000,24905.0000,60180.0000,2515978.0000,60090.0000,304126.0000,0.0000,0.0000,1620.0000,2349.0000,16970.0000,18666.0000,1910.0000,163.0000,290.0000,546.0000,4560.0000,5591.0000,4440.0000,757.0000,6990.0000,5310.0000,2050.0000,5170.0000,7100.0000,24399.0000,2760.0000,23023.0000,2940.0000,24951.0000,59370.0000,425162.0000,1130.0000,700.0000,70.0000,39.0000,17770.0000,56764.0000,2860.0000,2510.0000,1070.0000,1002.0000,980.0000,4432.0000,2860.0000,7552.0000,1050.0000,5607.0000,4110.0000,6833.0000,57500.0000,164312.0000,59000.0000,285461.0000,59340.0000,312674.0000,0.0000,0.0000,0.0000,0.0000,14110.0000,33903.0000,46120.0000,146152.0000,45760.0000,144177.0000,460.0000,1976.0000
48,TX,06,6,36790.0000,10950.0000,20360.0000,4570.0000,34620.0000,1130.0000,18010.0000,24690.0000,1900.0000,85090.0000,230.0000,50.0000,180.0000,0.0000,6460.0000,9780.0000,3188179.0000,36790.0000,3210303.0000,32300.0000,2524223.0000,11010.0000,7477.0000,6460.0000,19679.0000,6080.0000,12756.0000,80.0000,86.0000,8140.0000,75105.0000,7110.0000,45222.0000,4100.0000,81857.0000,8850.0000,251096.0000,515.0000,2590.0000,29262.0000,6710.0000,142523.0000,1560.0000,22405.0000,8600.0000,22124.0000,1290.0000,351.0000,70.0000,788.0000,620.0000,3513.0000,610.0000,3288.0000,1690.0000,1253.0000,13360.0000,5649.0000,31840.0000,674562.0000,31840.0000,662103.0000,6020.0000,12459.0000,4950.0000,141571.0000,430938.0000,1650.0000,27859.0000,220.0000,1131.0000,3940.0000,7347.0000,4060.0000,26661.0000,1460.0000,1471.0000,4790.0000,32675.0000,4820.0000,33463.0000,3880.0000,30109.0000,60.0000,395.0000,180.0000,360.0000,1560.0000,3382.0000,40.0000,61.0000,3980.0000,38958.0000,320.0000,6318.0000,6800.0000,22759.0000,36750.0000,2344955.0000,36710.0000,306974.0000,0.0000,0.0000,750.0000,1702.0000,9540.0000,14013.0000,1880.0000,227.0000,210.0000,461.0000,2840.0000,3366.0000,0.0000,0.0000,4830.0000,3912.0000,1500.0000,4885.0000,5000.0000,18423.0000,1030.0000,8178.0000,1150.0000,9922.0000,36370.0000,377019.0000,0.0000,0.0000,0.0000,0.0000,12080.0000,38921.0000,1860.0000,1577.0000,340.0000,379.0000,420.0000,1911.0000,2110.0000,5552.0000,440.0000,2310.0000,2330.0000,4089.0000,32760.0000,111700.0000,36230.0000,292961.0000,36400.0000,313941.0000,20.0000,8.0000,0.0000,0.0000,10810.0000,33474.0000,25910.0000,96321.0000,25580.0000,94536.0000,440.0000,1785.0000
